0AE9,2.76,3.33,-0.19,95,000544.240
0AE9,2.74,3.33,-0.34,91,000544.340
0AE9,2.72,3.34,-0.31,97,000544.440
0AE9,2.69,3.36,-0.30,96,000544.540
0AE9,2.68,3.36,-0.45,89,000544.640
0AE9,2.66,3.36,-0.53,92,000544.740
0AE9,2.66,3.36,-0.49,96,000544.840
0AE9,2.65,3.38,-0.41,96,000544.940
0AE9,2.67,3.37,-0.14,93,000545.040
0AE9,2.68,3.35,-0.28,93,000545.140
0AE9,2.66,3.37,-0.29,95,000545.240
0AE9,2.66,3.37,-0.34,95,000545.340
0AE9,2.65,3.36,-0.32,97,000545.440
0AE9,2.65,3.35,-0.28,97,000545.540
0AE9,2.66,3.34,-0.36,94,000545.640
0AE9,2.66,3.36,-0.44,93,000545.740
0AE9,2.67,3.35,-0.46,95,000545.840
0AE9,2.67,3.37,-0.43,96,000545.940
0AE9,2.69,3.37,-0.23,96,000546.040
0AE9,2.70,3.37,-0.26,96,000546.140
0AE9,2.72,3.37,-0.13,97,000546.240
0AE9,2.71,3.37,-0.13,97,000546.340
0AE9,2.71,3.37,-0.28,92,000546.440
0AE9,2.70,3.35,-0.27,97,000546.540
0AE9,2.67,3.32,-0.41,91,000546.640
0AE9,2.67,3.33,-0.48,93,000546.740
0AE9,2.73,3.29,-0.19,94,000546.840
0AE9,2.73,3.27,-0.31,94,000546.940
0AE9,2.77,3.28,-0.38,95,000547.040
0AE9,2.80,3.29,-0.40,97,000547.140
0AE9,2.81,3.32,-0.39,97,000547.240
0AE9,2.85,3.33,-0.40,97,000547.340
0AE9,2.87,3.32,-0.40,98,000547.440
0AE9,2.91,3.33,-0.19,97,000547.540
0AE9,2.94,3.29,-0.37,91,000547.640
0AE9,2.98,3.28,-0.50,92,000547.740
0AE9,3.00,3.20,-0.55,94,000547.840
0AE9,3.01,3.13,-0.24,94,000547.940
0AE9,2.98,3.08,-0.29,96,000548.040
0AE9,2.88,3.01,-0.04,90,000548.140
0AE9,2.82,3.05,-0.25,90,000548.240
0AE9,2.71,3.07,0.03,89,000548.340
0AE9,2.67,3.14,0.10,96,000548.440
0AE9,2.68,3.25,-0.06,93,000548.540
0AE9,2.69,3.34,0.18,88,000548.640
0AE9,2.69,3.40,-0.00,93,000548.740
0AE9,2.73,3.43,-0.17,93,000548.840
0AE9,2.86,3.34,-0.32,94,000548.940
0AE9,3.30,3.23,-0.37,83,000549.040
0AE9,4.01,3.10,-0.58,58,000549.150
0AE9,4.84,2.98,-0.09,63,000549.250
0AE9,5.77,2.93,0.36,80,000549.350
0AE9,6.74,2.91,0.85,87,000549.450
0AE9,7.89,3.06,1.09,55,000549.550
0AE9,9.12,3.27,1.30,44,000549.650
0AE9,10.15,3.56,0.43,53,000549.750
0AE9,11.13,3.91,-0.28,69,000549.850
0AE9,12.01,4.40,-0.89,81,000549.950
