0AE9,1.66,3.28,-0.44,77,004159.850
0AE9,1.67,3.30,-0.36,86,004159.950
0AE9,1.70,3.34,-0.25,86,004160.050
0AE9,1.73,3.36,-0.17,87,004160.150
0AE9,1.75,3.38,-0.04,86,004160.250
0AE9,1.73,3.37,-0.18,82,004160.350
0AE9,1.74,3.35,-0.27,85,004160.450
0AE9,1.74,3.33,-0.33,85,004160.550
0AE9,1.72,3.31,-0.40,83,004160.650
0AE9,1.72,3.33,-0.27,86,004160.750
0AE9,1.72,3.30,-0.33,85,004160.850
0AE9,1.71,3.29,-0.44,81,004160.950
0AE9,1.72,3.29,-0.46,86,004161.050
0AE9,1.70,3.27,-0.45,85,004161.150
0AE9,1.67,3.22,-0.53,79,004161.250
0AE9,1.67,3.23,-0.55,84,004161.350
0AE9,1.66,3.21,-0.53,84,004161.450
0AE9,1.70,3.24,-0.30,87,004161.550
0AE9,1.73,3.25,-0.18,89,004161.650
0AE9,1.77,3.24,0.05,85,004161.750
0AE9,1.81,3.24,0.10,90,004161.850
0AE9,1.84,3.24,0.17,90,004161.950
0AE9,1.87,3.22,0.20,90,004162.050
0AE9,1.90,3.21,0.25,91,004162.150
0AE9,1.94,3.18,0.33,89,004162.250
0AE9,1.96,3.10,0.36,87,004162.350
0AE9,1.99,2.99,0.30,86,004162.450
0AE9,1.99,2.89,0.40,80,004162.550
0AE9,1.97,2.80,0.12,78,004162.650
0AE9,1.79,2.71,0.08,77,004162.850
0AE9,1.67,2.72,0.27,69,004162.950
0AE9,1.61,2.83,0.32,80,004163.060
0AE9,1.60,2.96,0.03,77,004163.160
0AE9,1.63,3.13,0.02,83,004163.260
0AE9,1.68,3.21,0.15,90,004163.360
0AE9,1.74,3.18,0.26,87,004163.460
0AE9,2.04,3.01,0.29,94,004163.560
0AE9,2.65,2.81,0.57,64,004163.660
0AE9,3.44,2.63,0.83,47,004163.760
0AE9,4.38,2.48,0.03,61,004163.860
0AE9,5.44,2.42,0.82,80,004163.960
0AE9,6.55,2.45,1.54,87,004164.060
0AE9,7.76,2.56,2.05,43,004164.160
0AE9,8.98,2.86,2.52,57,004164.260
0AE9,10.13,3.21,2.99,68,004164.360
0AE9,11.15,3.63,1.03,74,004164.460
0AE9,12.08,4.15,-0.47,79,004164.560
0AE9,nan,nan,nan,0,004164.660
0AE9,12.98,4.92,1.09,88,004164.760
0AE9,13.70,5.68,2.27,79,004164.860
0AE9,14.26,6.47,0.24,83,004164.960
0AE9,14.66,7.36,-1.31,62,004165.060
0AE9,14.96,8.15,-2.46,63,004165.160
0AE9,15.17,8.91,-3.24,62,004165.260
0AE9,15.24,9.68,-3.81,64,004165.360
0AE9,15.29,10.41,-1.54,66,004165.460
0AE9,15.24,11.05,-2.40,66,004165.560
0AE9,15.10,11.67,-2.95,68,004165.660
0AE9,14.86,12.28,-1.15,78,004165.760
0AE9,14.59,12.79,-1.86,73,004165.860
0AE9,14.22,13.26,-2.24,78,004165.960
0AE9,13.72,13.80,-0.93,61,004166.060
0AE9,13.22,14.19,-1.33,67,004166.160
0AE9,12.66,14.44,-0.42,77,004166.260
0AE9,11.93,14.69,0.07,77,004166.360
0AE9,11.26,14.86,-0.21,85,004166.460
0AE9,10.50,14.88,-0.33,70,004166.560
0AE9,9.66,14.85,-0.43,54,004166.660
0AE9,8.94,14.71,-0.36,60,004166.760
