0AE9,2.73,2.80,-0.22,94,000212.480
0AE9,2.75,2.82,-0.31,94,000212.580
0AE9,2.74,2.82,-0.08,92,000212.680
0AE9,2.70,2.79,0.17,86,000212.780
0AE9,2.72,2.80,-0.02,93,000212.880
0AE9,2.69,2.78,0.14,90,000212.980
0AE9,2.67,2.77,0.17,94,000213.080
0AE9,2.64,2.75,0.28,90,000213.180
0AE9,2.66,2.77,0.03,91,000213.290
0AE9,2.61,2.70,0.26,83,000213.390
0AE9,2.64,2.71,0.08,93,000213.490
0AE9,2.65,2.72,-0.05,93,000213.590
0AE9,2.60,2.66,0.19,82,000213.690
0AE9,2.56,2.61,0.30,86,000213.790
0AE9,2.57,2.61,0.12,91,000213.890
0AE9,2.54,2.58,0.21,88,000213.990
0AE9,2.55,2.58,0.03,90,000214.090
0AE9,2.53,2.54,0.14,86,000214.190
0AE9,2.48,2.48,0.32,80,000214.290
0AE9,2.46,2.45,0.12,85,000214.390
0AE9,2.48,2.49,0.23,89,000214.490
0AE9,2.50,2.53,0.02,90,000214.590
0AE9,2.47,2.52,0.16,86,000214.690
0AE9,2.45,2.49,0.19,87,000214.790
0AE9,2.47,2.53,0.00,90,000214.890
0AE9,2.44,2.50,0.21,82,000214.990
0AE9,2.45,2.50,0.33,86,000215.090
0AE9,2.43,2.49,0.47,82,000215.190
0AE9,2.43,2.51,0.48,88,000215.290
0AE9,2.47,2.55,0.24,91,000215.390
0AE9,2.44,2.52,0.37,83,000215.490
0AE9,2.44,2.51,0.36,88,000215.590
0AE9,2.44,2.52,0.28,90,000215.690
0AE9,2.41,2.51,0.40,83,000215.790
0AE9,2.44,2.52,0.42,89,000215.890
0AE9,2.46,2.51,0.41,89,000215.990
0AE9,2.48,2.48,0.49,90,000216.190
0AE9,2.52,2.51,0.16,86,000216.290
0AE9,2.56,2.52,0.19,92,000216.390
0AE9,2.60,2.54,0.20,94,000216.490
0AE9,2.60,2.52,-0.01,87,000216.590
0AE9,2.60,2.53,-0.17,88,000216.690
0AE9,2.62,2.52,-0.35,86,000216.790
0AE9,2.67,2.55,-0.10,91,000216.890
0AE9,2.70,2.54,-0.16,92,000216.990
0AE9,2.75,2.53,-0.33,89,000217.090
0AE9,2.82,2.52,-0.15,94,000217.190
0AE9,2.88,2.47,-0.05,94,000217.290
