0AE9,3.43,3.52,-0.53,93,000409.070
0AE9,3.45,3.52,-0.56,94,000409.170
0AE9,3.45,3.52,-0.52,96,000409.270
0AE9,3.44,3.52,-0.59,92,000409.370
0AE9,3.45,3.54,-0.63,92,000409.470
0AE9,3.44,3.54,-0.46,98,000409.570
0AE9,3.45,3.54,-0.48,95,000409.670
0AE9,3.45,3.51,-0.28,97,000409.770
0AE9,3.46,3.52,-0.39,93,000409.870
0AE9,3.47,3.52,-0.50,91,000409.970
0AE9,3.46,3.52,-0.57,92,000410.070
0AE9,3.48,3.53,-0.58,94,000410.170
0AE9,3.49,3.54,-0.59,94,000410.270
0AE9,3.48,3.54,-0.64,91,000410.370
0AE9,3.48,3.53,-0.63,94,000410.470
0AE9,3.48,3.53,-0.56,97,000410.570
0AE9,3.47,3.53,-0.60,93,000410.670
0AE9,3.46,3.52,-0.62,94,000410.770
0AE9,3.46,3.53,-0.61,95,000410.870
0AE9,3.44,3.52,-0.33,96,000410.970
0AE9,3.46,3.53,-0.47,90,000411.070
0AE9,3.46,3.54,-0.46,96,000411.170
0AE9,3.47,3.56,-0.43,96,000411.270
0AE9,3.43,3.49,0.05,97,000411.480
0AE9,3.43,3.48,-0.11,95,000411.580
0AE9,3.43,3.47,-0.28,92,000411.680
0AE9,3.45,3.45,0.00,92,000411.780
0AE9,3.45,3.45,0.34,93,000411.980
0AE9,3.45,3.45,0.37,96,000412.080
0AE9,3.45,3.42,0.41,96,000412.180
0AE9,3.44,3.42,0.15,95,000412.280
0AE9,3.48,3.40,0.28,94,000412.380
0AE9,3.51,3.39,0.37,94,000412.480
0AE9,3.54,3.40,0.47,92,000412.580
0AE9,3.56,3.40,0.15,93,000412.680
0AE9,3.59,3.37,-0.08,93,000412.780
0AE9,3.61,3.34,0.12,94,000412.880
0AE9,3.59,3.25,-0.06,95,000412.980
0AE9,3.57,3.21,0.18,91,000413.080
0AE9,3.49,3.16,-0.10,91,000413.180
0AE9,3.43,3.20,-0.14,99,000413.280
0AE9,3.36,3.25,-0.15,99,000413.380
0AE9,3.32,3.31,-0.17,98,000413.480
0AE9,3.32,3.43,-0.30,93,000413.580
0AE9,3.39,3.54,-0.42,89,000413.680
0AE9,3.43,3.59,-0.47,92,000413.780
0AE9,3.50,3.53,-0.51,94,000413.880
0AE9,3.86,3.39,-0.55,77,000413.980
0AE9,4.58,3.26,-0.75,64,000414.080
0AE9,5.55,3.11,-1.04,79,000414.180
0AE9,6.69,2.98,-0.16,89,000414.280
0AE9,7.98,3.00,0.37,43,000414.380
0AE9,9.36,3.10,0.85,61,000414.480
0AE9,10.71,3.38,1.27,78,000414.580
0AE9,11.94,3.82,0.16,85,000414.680
