0AE9,2.77,3.34,-0.59,93,003638.830
0AE9,2.77,3.34,-0.49,98,003638.930
0AE9,2.77,3.36,-0.49,95,003639.030
0AE9,2.79,3.37,-0.54,94,003639.130
0AE9,2.79,3.37,-0.57,94,003639.230
0AE9,2.78,3.36,-0.57,95,003639.330
0AE9,2.76,3.35,-0.50,97,003639.430
0AE9,2.75,3.35,-0.52,95,003639.530
0AE9,2.74,3.34,-0.48,96,003639.630
0AE9,2.73,3.35,-0.51,94,003639.730
0AE9,2.73,3.38,-0.57,92,003639.830
0AE9,2.74,3.38,-0.56,95,003639.930
0AE9,2.73,3.38,-0.57,94,003640.030
0AE9,2.74,3.38,-0.62,92,003640.130
0AE9,2.75,3.40,-0.57,96,003640.230
0AE9,2.76,3.38,-0.61,93,003640.330
0AE9,2.81,3.36,-0.26,93,003640.430
0AE9,2.85,3.33,-0.42,92,003640.530
0AE9,2.89,3.32,-0.46,96,003640.630
0AE9,2.92,3.31,-0.22,97,003640.730
0AE9,3.01,3.25,-0.01,92,003640.930
0AE9,3.03,3.16,-0.13,96,003641.030
0AE9,3.04,3.07,-0.30,92,003641.130
0AE9,2.97,2.98,-0.03,90,003641.230
0AE9,2.87,2.92,0.14,90,003641.330
0AE9,2.80,2.93,0.25,93,003641.430
0AE9,2.73,2.99,0.10,96,003641.530
0AE9,2.68,3.08,-0.07,93,003641.630
0AE9,2.65,3.22,-0.01,94,003641.730
0AE9,2.68,3.34,0.17,91,003641.830
0AE9,2.74,3.33,0.23,94,003642.030
0AE9,3.10,3.16,0.00,85,003642.130
0AE9,3.81,3.01,0.19,56,003642.230
0AE9,4.71,2.82,0.55,64,003642.330
0AE9,5.76,2.67,0.95,82,003642.440
0AE9,6.92,2.54,1.45,90,003642.540
0AE9,8.27,2.62,1.61,39,003642.640
0AE9,9.70,2.83,1.83,69,003642.740
0AE9,11.03,3.15,2.16,80,003642.840
0AE9,12.32,3.57,2.46,87,003642.940
0AE9,13.44,4.05,0.84,89,003643.040
0AE9,14.44,4.63,-0.43,58,003643.140
0AE9,15.33,5.31,-1.54,70,003643.240
0AE9,16.07,6.02,-2.49,78,003643.340
0AE9,16.68,6.81,-0.46,84,003643.440
0AE9,17.13,7.64,1.06,65,003643.540
0AE9,17.43,8.56,2.20,61,003643.640
0AE9,17.60,9.50,0.16,76,003643.740
0AE9,17.70,10.36,1.61,69,003643.840
0AE9,17.70,11.18,-0.25,73,003643.940
0AE9,17.61,11.99,-1.61,78,003644.040
0AE9,17.35,12.70,0.27,81,003644.140
0AE9,17.11,13.48,1.54,86,003644.240
0AE9,16.78,14.27,2.35,51,003644.340
0AE9,15.76,15.61,3.19,39,003644.540
0AE9,15.24,16.12,1.50,38,003644.640
0AE9,14.63,16.51,1.96,49,003644.740
0AE9,13.95,16.86,2.15,63,003644.840
0AE9,13.23,17.11,2.17,78,003644.940
0AE9,12.45,17.24,2.05,83,003645.040
0AE9,11.55,17.26,1.34,75,003645.140
0AE9,10.69,17.21,0.80,67,003645.240
0AE9,9.81,17.05,0.44,57,003645.340
0AE9,9.00,16.80,0.14,58,003645.440
0AE9,8.20,16.43,0.15,65,003645.540
0AE9,7.38,15.92,0.22,74,003645.640
0AE9,6.66,15.36,0.02,79,003645.740
0AE9,5.99,14.76,-0.17,83,003645.840
0AE9,5.35,14.09,-0.01,66,003645.940
0AE9,4.78,13.36,-0.29,74,003646.040
0AE9,4.24,12.64,-0.41,81,003646.140
0AE9,3.81,11.84,-0.22,95,003646.240
0AE9,3.40,10.99,-0.02,76,003646.340
0AE9,3.06,10.24,-0.13,67,003646.440
0AE9,2.83,9.50,-0.19,53,003646.540
0AE9,2.65,8.78,-0.28,59,003646.640
0AE9,2.51,8.20,-0.07,61,003646.740
0AE9,2.44,7.66,-0.21,64,003646.840
0AE9,2.42,7.16,0.02,67,003646.940
0AE9,2.36,6.62,-0.06,73,003647.040
0AE9,2.46,6.24,0.15,70,003647.140
0AE9,2.59,5.76,0.06,91,003647.240
0AE9,2.69,5.41,-0.12,87,003647.350
0AE9,2.76,5.16,0.09,84,003647.450
0AE9,2.83,4.97,0.12,90,003647.550
0AE9,2.89,4.79,-0.05,90,003647.650
0AE9,2.91,4.66,0.16,86,003647.750
0AE9,2.97,4.59,0.28,88,003647.850
0AE9,2.97,4.51,-0.01,84,003647.950
0AE9,3.01,4.45,-0.19,88,003648.050
0AE9,3.06,4.20,0.03,86,003648.750
0AE9,3.03,4.18,-0.14,89,003648.850
0AE9,3.03,4.16,-0.27,90,003648.950
0AE9,3.08,4.11,-0.33,94,003649.050
0AE9,3.10,4.10,-0.47,88,003649.150
0AE9,3.13,4.08,-0.45,95,003649.250
0AE9,3.15,4.08,-0.39,95,003649.350
0AE9,3.16,4.08,-0.35,95,003649.450
0AE9,3.17,4.07,-0.41,93,003649.550
0AE9,3.16,4.10,-0.43,92,003649.650
0AE9,3.25,4.11,-0.40,91,003649.750
0AE9,3.28,4.11,-0.16,94,003649.850
0AE9,3.34,4.17,0.09,83,003649.950
0AE9,3.35,4.21,0.21,88,003650.050
0AE9,3.40,4.27,0.42,79,003650.150
0AE9,3.33,4.21,0.66,79,003650.250
0AE9,3.32,4.13,0.72,89,003650.350
0AE9,3.32,4.06,0.72,92,003650.450
0AE9,3.32,4.00,0.33,90,003650.550
0AE9,3.33,3.90,0.41,94,003650.650
0AE9,3.33,3.81,0.39,97,003650.750
0AE9,3.30,3.74,0.27,99,003650.850
0AE9,3.26,3.64,0.02,94,003650.950
0AE9,3.21,3.59,-0.18,93,003651.050
0AE9,3.16,3.53,-0.34,93,003651.150
0AE9,3.13,3.44,-0.11,96,003651.250
0AE9,3.10,3.36,-0.03,99,003651.350
0AE9,3.04,3.33,0.07,98,003651.450
0AE9,3.00,3.30,-0.10,95,003651.550
0AE9,2.99,3.26,-0.15,98,003651.650
0AE9,2.97,3.25,-0.21,98,003651.750
0AE9,2.97,3.21,-0.41,96,003651.950
0AE9,2.96,3.22,-0.45,96,003652.050
0AE9,2.98,3.23,-0.51,95,003652.160
0AE9,2.99,3.22,-0.60,92,003652.250
0AE9,2.98,3.27,-0.40,97,003652.760
0AE9,2.97,3.29,-0.44,96,003652.860
0AE9,2.97,3.29,-0.17,95,003652.960
0AE9,2.97,3.29,-0.30,95,003653.060
0AE9,2.98,3.28,-0.43,93,003653.160
0AE9,2.97,3.27,-0.43,97,003653.260
0AE9,2.97,3.25,-0.12,93,003653.360
0AE9,2.93,3.24,0.48,91,003653.660
0AE9,2.95,3.25,0.23,96,003653.760
